issn_linking,issn_print,issn_electronic,nlm_indexed,nlm_indexed_subset,title
0094-3509,0094-3509,1533-7294,Y,IM,J Fam Pract
0094-730X,0094-730X,1873-801X,Y,IM,J Fluency Disord
0091-8369,0091-8369,1540-3602,Y,IM,J Homosex
0303-6812,0303-6812,1432-1416,Y,IM,J Math Biol
0340-5354,0340-5354,1432-1459,Y,IM,J Neurol
0305-182X,0305-182X,1365-2842,Y,IM,J Oral Rehabil
0380-0903,0380-0903,NA,Y,IM,J Rheumatol Suppl
0315-162X,0315-162X,NA,Y,IM,J Rheumatol
0092-623X,0092-623X,1521-0715,Y,IM,J Sex Marital Ther
0094-2405,0094-2405,2473-4209,Y,IM,Med Phys
0095-3628,0095-3628,1432-184X,Y,IM,Microb Ecol
0303-7207,0303-7207,1872-8057,Y,IM,Mol Cell Endocrinol
0305-1048,0305-1048,1362-4962,Y,IM,Nucleic Acids Res
0095-4543,0095-4543,1558-299X,Y,IM,Prim Care
0303-4259,0303-4259,1439-0876,Y,IM,Psychiatr Prax
0340-0727,0340-0727,1430-2772,Y,IM,Psychol Res
0033-3549,0033-3549,1468-2877,Y,IM,Public Health Rep
0301-634X,0301-634X,1432-2099,Y,IM,Radiat Environ Biophys
0100-6991,0100-6991,1809-4546,Y,IM,Rev Col Bras Cir
0093-7754,0093-7754,1532-8708,Y,IM,Semin Oncol
0094-6176,0094-6176,1098-9064,Y,IM,Semin Thromb Hemost
0377-5291,0377-5291,2214-6075,Y,D,Singapore Dent J
0093-691X,0093-691X,1879-3231,Y,IM,Theriogenology
0094-0143,0094-0143,1558-318X,Y,IM,Urol Clin North Am
0340-1855,0340-1855,1435-1250,Y,IM,Z Rheumatol
0386-300X,0386-300X,NA,Y,IM,Acta Med Okayama
0303-464X,0303-464X,NA,Y,IM,Acta Reumatol Port
0301-5556,0301-5556,NA,Y,IM,Adv Anat Embryol Cell Biol
0301-0546,0301-0546,1578-1267,Y,IM,Allergol Immunopathol (Madr)
0091-0562,0091-0562,1573-2770,Y,IM,Am J Community Psychol
0340-2096,0340-2096,1439-0264,Y,IM,Anat Histol Embryol
0091-7370,0091-7370,1550-8080,Y,IM,Ann Clin Lab Sci
0090-4341,0090-4341,1432-0703,Y,IM,Arch Environ Contam Toxicol
0385-8146,0385-8146,1879-1476,Y,IM,Auris Nasus Larynx
0300-8428,0300-8428,1435-1803,Y,IM,Basic Res Cardiol
0300-5127,0300-5127,1470-8752,Y,IM,Biochem Soc Trans
0301-0511,0301-0511,1873-6246,Y,IM,Biol Psychol
0301-4622,0301-4622,1873-4200,Y,IM,Biophys Chem
0092-8240,0092-8240,1522-9602,Y,IM,Bull Math Biol
0301-0430,0301-0430,NA,Y,IM,Clin Nephrol
0301-5661,0301-5661,1600-0528,Y,IM,Community Dent Oral Epidemiol
0090-3493,0090-3493,1530-0293,Y,IM,Crit Care Med
0301-4681,0301-4681,1432-0436,Y,IM,Differentiation
0090-9556,0090-9556,1521-009X,Y,IM,Drug Metab Dispos
0301-2115,0301-2115,1872-7654,Y,IM,Eur J Obstet Gynecol Reprod Biol
0091-6331,0091-6331,1538-3008,Y,IM,Exerc Sport Sci Rev
0301-472X,0301-472X,1873-2399,Y,IM,Exp Hematol
0300-8126,0300-8126,1439-0973,Y,IM,Infection
0091-4150,0091-4150,1541-3535,Y,IM,Int J Aging Hum Dev
0091-2174,0091-2174,1541-3527,Y,IM,Int J Psychiatry Med
0300-5526,0300-5526,1423-0100,Y,IM,Intervirology
0091-0627,0091-0627,1573-2835,Y,IM,J Abnorm Child Psychol
0092-0606,0092-0606,1573-0689,Y,IM,J Biol Phys
0091-2700,0091-2700,1552-4604,Y,IM,J Clin Pharmacol
0091-2751,0091-2751,1097-0096,Y,IM,J Clin Ultrasound
0090-4392,0090-4392,1520-6629,Y,IM,J Community Psychol
0301-4797,0301-4797,1095-8630,Y,IM,J Environ Manage
0390-5616,0390-5616,1827-1855,Y,IM,J Neurosurg Sci
0091-4916,0091-4916,1535-5675,Y,IM,J Nucl Med Technol
0301-4800,0301-4800,1881-7742,Y,IM,J Nutr Sci Vitaminol (Tokyo)
0300-5577,0300-5577,1619-3997,Y,IM,J Perinat Med
0024-3205,0024-3205,1879-0631,Y,IM,Life Sci
0090-502X,0090-502X,1532-5946,Y,IM,Mem Cognit
0091-679X,0091-679X,NA,Y,IM,Methods Cell Biol
0300-8177,0300-8177,1573-4919,Y,IM,Mol Cell Biochem
0301-4851,0301-4851,1573-4978,Y,IM,Mol Biol Rep
0300-2977,0300-2977,1872-9061,Y,IM,Neth J Med
0301-0449,0301-0449,1432-1998,Y,IM,Pediatr Radiol
0091-3057,0091-3057,1873-5177,Y,IM,Pharmacol Biochem Behav
0091-3847,0091-3847,2326-3660,Y,IM,Phys Sportsmed
0301-0082,0301-0082,1873-5118,Y,IM,Prog Neurobiol
0301-3847,0301-3847,1502-7740,Y,IM,Scand J Rheumatol Suppl
0300-483X,0300-483X,1879-3185,Y,IM,Toxicology
0301-5629,0301-5629,1879-291X,Y,IM,Ultrasound Med Biol
0090-4295,0090-4295,1527-9995,Y,IM,Urology
0002-0729,0002-0729,1468-2834,Y,IM,Age Ageing
0044-7447,0044-7447,1654-7209,Y,IM,Ambio
0090-6964,0090-6964,1573-9686,Y,IM,Ann Biomed Eng
0304-4602,0304-4602,NA,Y,IM,Ann Acad Med Singapore
0066-4804,0066-4804,1098-6596,Y,IM,Antimicrob Agents Chemother
0365-6233,0365-6233,1521-4184,Y,IM,Arch Pharm (Weinheim)
0307-9457,0307-9457,1465-3338,Y,IM,Avian Pathol
0306-0012,0306-0012,1460-4744,Y,IM,Chem Soc Rev
0045-6535,0045-6535,1879-1298,Y,IM,Chemosphere
0300-0664,0300-0664,1365-2265,Y,IM,Clin Endocrinol (Oxf)
0010-0277,0010-0277,1873-7838,Y,IM,Cognition
0300-8207,0300-8207,1607-8438,Y,IM,Connect Tissue Res
0300-7995,0300-7995,1473-4877,Y,IM,Curr Med Res Opin
0360-2532,0360-2532,1097-9883,Y,IM,Drug Metab Rev
0046-225X,0046-225X,1938-2936,Y,IM,Environ Entomol
0091-6765,0091-6765,1552-9924,Y,IM,Environ Health Perspect
0301-3073,0301-3073,1662-3762,Y,IM,Front Horm Res
0090-8258,0090-8258,1095-6859,Y,IM,Gynecol Oncol
0147-9563,0147-9563,1527-3288,Y,IM,Heart Lung
0300-5771,0300-5771,1464-3685,Y,IM,Int J Epidemiol
0306-624X,0306-624X,1552-6933,Y,IM,Int J Offender Ther Comp Criminol
0090-7421,0090-7421,1945-404X,Y,IM,J Allied Health
0300-5712,0300-5712,1879-176X,Y,IM,J Dent
0047-2484,0047-2484,1095-8606,Y,IM,J Hum Evol
0300-0605,0300-0605,1473-2300,Y,IM,J Int Med Res
0047-2565,0047-2565,1600-0684,Y,IM,J Med Primatol
1019-9128,1019-9128,2224-9435,Y,IM,J S Afr Vet Assoc
0047-2891,0047-2891,1573-6601,Y,IM,J Youth Adolesc
0085-2538,0085-2538,1523-1755,Y,IM,Kidney Int
0300-8630,0300-8630,1439-3824,Y,IM,Klin Padiatr
0093-7355,0093-7355,1548-4475,Y,IM,Lab Anim (NY)
0047-6374,0047-6374,1872-6216,Y,IM,Mech Ageing Dev
0028-1298,0028-1298,1432-1912,Y,IM,Naunyn Schmiedebergs Arch Pharmacol
0301-1569,0301-1569,1423-0275,Y,IM,ORL J Otorhinolaryngol Relat Spec
0085-4530,0085-4530,1433-0431,Y,IM,Orthopade
0090-4481,0090-4481,1938-2359,Y,IM,Pediatr Ann
0301-0066,0301-0066,1468-4233,Y,IM,Perception
0091-7435,0091-7435,1096-0260,Y,IM,Prev Med
0090-5550,0090-5550,1939-1544,Y,IM,Rehabil Psychol
0300-9572,0300-9572,1873-1570,Y,IM,Resuscitation
0048-7554,0048-7554,2191-0308,Y,IM,Rev Environ Health
0210-0010,0210-0010,1576-6578,Y,IM,Rev Neurol
0300-9475,0300-9475,1365-3083,Y,IM,Scand J Immunol
0300-9742,0300-9742,1502-7732,Y,IM,Scand J Rheumatol
0048-9697,0048-9697,1879-1026,Y,IM,Sci Total Environ
0049-089X,0049-089X,1096-0317,Y,QIS,Soc Sci Res
0049-3848,0049-3848,1879-2472,Y,IM,Thromb Res
1016-5169,1016-5169,1308-4488,Y,IM,Turk Kardiyol Dern Ars
0300-9734,0300-9734,2000-1967,Y,IM,Ups J Med Sci
0090-0036,0090-0036,1541-0048,Y,IM,Am J Public Health
0004-0002,0004-0002,1573-2800,Y,IM,Arch Sex Behav
0365-6691,0365-6691,1989-7286,Y,IM,Arch Soc Esp Oftalmol
0300-9084,0300-9084,1638-6183,Y,IM,Biochimie
0013-5585,0013-5585,1862-278X,Y,IM,Biomed Tech (Berl)
0045-2068,0045-2068,1090-2120,Y,IM,Bioorg Chem
0012-6667,0012-6667,1179-1950,Y,IM,Drugs
0367-0244,0367-0244,1543-5237,Y,IM,Ecol Food Nutr
0014-2980,0014-2980,1521-4141,Y,IM,Eur J Immunol
0093-0334,0093-0334,1552-146X,Y,IM,Hastings Cent Rep
0301-4738,0301-4738,1998-3689,Y,IM,Indian J Ophthalmol
0020-7519,0020-7519,1879-0135,Y,IM,Int J Parasitol
0020-7314,0020-7314,1541-4469,Y,IM,Int J Health Serv
0368-2811,0368-2811,1465-3621,Y,IM,Jpn J Clin Oncol
0091-6749,0091-6749,1097-6825,Y,IM,J Allergy Clin Immunol
0047-2379,0047-2379,1541-4159,Y,IM,J Drug Educ
0022-1759,0022-1759,1872-7905,Y,IM,J Immunol Methods
0022-2844,0022-2844,1432-1432,Y,IM,J Mol Evol
0002-0443,0002-0443,1539-0721,Y,IM,J Nurs Adm
0022-3891,0022-3891,1532-7752,Y,IM,J Pers Assess
0090-6905,0090-6905,1573-6555,Y,IM,J Psycholinguist Res
0161-1461,0161-1461,1558-9129,Y,IM,Lang Speech Hear Serv Sch
0300-8584,0300-8584,1432-1831,Y,IM,Med Microbiol Immunol
0399-077X,0399-077X,1769-6690,Y,IM,Med Mal Infect
0360-4039,0360-4039,1538-8689,Y,N,Nursing
0048-3575,0048-3575,1095-9939,Y,IM,Pestic Biochem Physiol
0020-1324,0020-1324,1943-3654,Y,IM,Respir Care
0049-0172,0049-0172,1532-866X,Y,IM,Semin Arthritis Rheum
0001-2998,0001-2998,1558-4623,Y,IM,Semin Nucl Med
0049-4755,0049-4755,1758-1133,Y,IM,Trop Doct
0300-9858,0300-9858,1544-2217,Y,IM,Vet Pathol
0049-8254,0049-8254,1366-5928,Y,IM,Xenobiotica
0065-1400,0065-1400,1689-0035,Y,IM,Acta Neurobiol Exp (Wars)
0300-9009,0300-9009,2240-2993,Y,IM,Acta Neurol Belg
0065-2326,0065-2326,1662-2839,Y,IM,Adv Cardiol
0002-838X,0002-838X,1532-0650,Y,IM,Am Fam Physician
0021-9150,0021-9150,1879-1484,Y,IM,Atherosclerosis
0001-8244,0001-8244,1573-3297,Y,IM,Behav Genet
0005-7894,0005-7894,1878-1888,Y,IM,Behav Ther
0008-6312,0008-6312,1421-9751,Y,IM,Cardiology
0008-8749,0008-8749,1090-2163,Y,IM,Cell Immunol
0012-3692,0012-3692,1931-3543,Y,IM,Chest
0009-398X,0009-398X,1573-3327,Y,IM,Child Psychiatry Hum Dev
0009-739X,0009-739X,1578-147X,Y,IM,Cir Esp
0009-9163,0009-9163,1399-0004,Y,IM,Clin Genet
0010-0285,0010-0285,1095-5623,Y,IM,Cogn Psychol
0010-4825,0010-4825,1879-0534,Y,IM,Comput Biol Med
0010-7824,0010-7824,1879-0518,Y,IM,Contraception
0014-2972,0014-2972,1365-2362,Y,IM,Eur J Clin Invest
0031-6970,0031-6970,1432-1041,Y,IM,Eur J Clin Pharmacol
0046-8177,0046-8177,1532-8392,Y,IM,Hum Pathol
0019-9567,0019-9567,1098-5522,Y,IM,Infect Immun
0011-9059,0011-9059,1365-4632,Y,IM,Int J Dermatol
0020-7454,0020-7454,1563-5279,Y,IM,Int J Neurosci
0301-1623,0301-1623,1573-2584,Y,IM,Int Urol Nephrol
0005-7916,0005-7916,1873-7943,Y,IM,J Behav Ther Exp Psychiatry
0022-0124,0022-0124,1938-2472,Y,N,J Contin Educ Nurs
0022-2828,0022-2828,1095-8584,Y,IM,J Mol Cell Cardiol
0022-3492,0022-3492,1943-3670,Y,IM,J Periodontol
0090-3558,0090-3558,1943-3700,Y,IM,J Wildl Dis
0007-5027,0007-5027,1943-7730,Y,IM,Lab Med
0025-326X,0025-326X,1879-3363,Y,IM,Mar Pollut Bull
0210-5691,0210-5691,1578-6749,Y,IM,Med Intensiva
2380-8942,2380-8950,2380-8942,Y,IM,MMWR Suppl
0028-3908,0028-3908,1873-7064,Y,IM,Neuropharmacology
0028-3940,0028-3940,1432-1920,Y,IM,Neuroradiology
0030-2228,0030-2228,1541-3764,Y,IM,Omega (Westport)
0030-3747,0030-3747,1423-0259,Y,IM,Ophthalmic Res
0030-5898,0030-5898,1558-1373,Y,IM,Orthop Clin North Am
0033-2917,0033-2917,1469-8978,Y,IM,Psychol Med
0039-2499,0039-2499,1524-4628,Y,IM,Stroke
0039-3681,0039-3681,NA,Y,QIS,Stud Hist Philos Sci
0040-5809,0040-5809,1096-0325,Y,IM,Theor Popul Biol
0340-2592,0340-2592,1433-0563,Y,IM,Urologe A
0001-4575,0001-4575,1879-2057,Y,IM,Accid Anal Prev
0065-2318,0065-2318,2162-5530,Y,IM,Adv Carbohydr Chem Biochem
0065-3071,0065-3071,1662-2847,Y,IM,Adv Otorhinolaryngol
0004-5632,0004-5632,1758-1001,Y,IM,Ann Clin Biochem
0003-6870,0003-6870,1872-9126,Y,IM,Appl Ergon
0006-3223,0006-3223,1873-2402,Y,IM,Biol Psychiatry
0006-3363,0006-3363,1529-7268,Y,IM,Biol Reprod
0306-3674,0306-3674,1473-0480,Y,IM,Br J Sports Med
0009-2797,0009-2797,1872-7786,Y,IM,Chem Biol Interact
0012-1592,0012-1592,1440-169X,Y,IM,Dev Growth Differ
0012-1649,0012-1649,1939-0599,Y,IM,Dev Psychol
0013-726X,0013-726X,1438-8812,Y,IM,Endoscopy
0014-312X,0014-312X,1421-9921,Y,IM,Eur Surg Res
0091-3022,0091-3022,1095-6808,Y,IM,Front Neuroendocrinol
0018-5043,0018-5043,1439-4286,Y,IM,Horm Metab Res
0018-506X,0018-506X,1095-6867,Y,IM,Horm Behav
0001-5652,0001-5652,1423-0062,Y,IM,Hum Hered
0253-7613,0253-7613,1998-3751,Y,IM,Indian J Pharmacol
0020-1383,0020-1383,1879-0267,Y,IM,Injury
0020-7292,0020-7292,1879-3479,Y,IM,Int J Gynaecol Obstet
0021-9320,0021-9320,1469-7599,Y,IM,J Biosoc Sci
0021-9665,0021-9665,1945-239X,Y,IM,J Chromatogr Sci
0022-1112,0022-1112,1095-8649,Y,IM,J Fish Biol
0022-2631,0022-2631,1432-1424,Y,IM,J Membr Biol
0022-2720,0022-2720,1365-2818,Y,IM,J Microsc
0022-2895,0022-2895,1940-1027,Y,IM,J Mot Behav
0022-3417,0022-3417,1096-9896,Y,IM,J Pathol
0022-4375,0022-4375,1879-1247,Y,IM,J Safety Res
0022-4790,0022-4790,1096-9098,Y,IM,J Surg Oncol
0022-4901,0022-4901,1745-4603,Y,IM,J Texture Stud
0031-3025,0031-3025,1465-3931,Y,IM,Pathology
0586-7614,0586-7614,1745-1701,Y,IM,Schizophr Bull
0040-8166,0040-8166,1532-3072,Y,IM,Tissue Cell
0041-1345,0041-1345,1873-2623,Y,IM,Transplant Proc
0049-4747,0049-4747,1573-7438,Y,IM,Trop Anim Health Prod
0001-4842,0001-4842,1520-4898,Y,IM,Acc Chem Res
0125-9326,0125-9326,NA,Y,IM,Acta Med Indones
0003-3928,0003-3928,1768-3181,Y,IM,Ann Cardiol Angeiol (Paris)
0006-8977,0006-8977,1421-9743,Y,IM,Brain Behav Evol
0007-1188,0007-1188,1476-5381,Y,IM,Br J Pharmacol
0009-3157,0009-3157,1421-9794,Y,IM,Chemotherapy
1421-5721,1421-5721,1662-2944,Y,IM,Curr Probl Dermatol
0012-1630,0012-1630,1098-2302,Y,IM,Dev Psychobiol
0012-2823,0012-2823,1421-9867,Y,IM,Digestion
0425-1644,0425-1644,2042-3306,Y,IM,Equine Vet J
0014-3022,0014-3022,1421-9913,Y,IM,Eur Neurol
0014-5793,0014-5793,1873-3468,Y,IM,FEBS Lett
0071-9676,0071-9676,1662-3789,Y,IM,Front Radiat Ther Oncol
0072-9752,0072-9752,NA,Y,IM,Handb Clin Neurol
0021-8855,0021-8855,1938-3703,Y,IM,J Appl Behav Anal
0021-9290,0021-9290,1873-2380,Y,IM,J Biomech
0022-006X,0022-006X,1939-2117,Y,IM,J Consult Clin Psychol
0022-0736,0022-0736,1532-8430,Y,IM,J Electrocardiol
0022-2194,0022-2194,1538-4780,Y,IM,J Learn Disabil
0022-2615,0022-2615,1473-5644,Y,IM,J Med Microbiol
0022-5010,0022-5010,1573-0387,Y,QIS,J Hist Biol
0024-7766,0024-7766,2522-7963,Y,IM,Lymphology
0026-2862,0026-2862,1095-9319,Y,IM,Microvasc Res
0029-8549,0029-8549,1432-1939,Y,IM,Oecologia
0030-6665,0030-6665,1557-8259,Y,IM,Otolaryngol Clin North Am
0031-6768,0031-6768,1432-2013,Y,IM,Pflugers Arch
0031-7012,0031-7012,1423-0313,Y,IM,Pharmacology
0033-5835,0033-5835,1469-8994,Y,IM,Q Rev Biophys
0025-7931,0025-7931,1423-0356,Y,IM,Respiration
0085-5928,0085-5928,1751-1895,Y,IM,Scand J Gastroenterol Suppl
0040-5752,0040-5752,1432-2242,Y,IM,Theor Appl Genet
0001-8686,0001-8686,1873-3727,Y,IM,Adv Colloid Interface Sci
0065-2911,0065-2911,2162-5468,Y,IM,Adv Microb Physiol
0066-4197,0066-4197,1545-2948,Y,IM,Annu Rev Genet
0004-8380,0004-8380,1440-0960,Y,IM,Australas J Dermatol
0004-8674,0004-8674,1440-1614,Y,IM,Aust N Z J Psychiatry
0006-2928,0006-2928,1573-4927,Y,IM,Biochem Genet
0008-350X,0008-350X,1715-5258,Y,IM,Can Fam Physician
0008-6363,0008-6363,1755-3245,Y,IM,Cardiovasc Res
0008-6568,0008-6568,1421-976X,Y,IM,Caries Res
0009-9120,0009-9120,1873-2933,Y,IM,Clin Biochem
0013-9351,0013-9351,1096-0953,Y,IM,Environ Res
0013-936X,0013-936X,1520-5851,Y,IM,Environ Sci Technol
0014-2999,0014-2999,1879-0712,Y,IM,Eur J Pharmacol
0021-9924,0021-9924,1873-7994,Y,IM,J Commun Disord
0022-1317,0022-1317,1465-2099,Y,IM,J Gen Virol
0022-1465,0022-1465,2150-6000,Y,IM,J Health Soc Behav
0022-538X,0022-538X,1098-5514,Y,IM,J Virol
0023-6772,0023-6772,1758-1117,Y,IM,Lab Anim
0025-5564,0025-5564,1879-3134,Y,IM,Math Biosci
0030-2414,0030-2414,1423-0232,Y,IM,Oncology
0031-3998,0031-3998,1530-0447,Y,IM,Pediatr Res
0033-2674,0033-2674,2391-5854,Y,IM,Psychiatr Pol
0037-8682,0037-8682,1678-9849,Y,IM,Rev Soc Bras Med Trop
0034-8910,0034-8910,1518-8787,Y,IM,Rev Saude Publica
0034-9356,0034-9356,2340-3284,Y,IM,Rev Esp Anestesiol Reanim
0043-1354,0043-1354,1879-2448,Y,IM,Water Res
0003-3006,0003-3006,1878-7177,Y,D,Anesth Prog
0006-8993,0006-8993,1872-6240,Y,IM,Brain Res
0007-4551,0007-4551,1769-6917,Y,IM,Bull Cancer
0007-4861,0007-4861,1432-0800,Y,IM,Bull Environ Contam Toxicol
0008-4182,0008-4182,1715-3360,Y,IM,Can J Ophthalmol
0009-3084,0009-3084,1873-2941,Y,IM,Chem Phys Lipids
0009-9104,0009-9104,1365-2249,Y,IM,Clin Exp Immunol
0070-2153,0070-2153,1557-8933,Y,IM,Curr Top Dev Biol
0014-4819,0014-4819,1432-1106,Y,IM,Exp Brain Res
0017-9124,0017-9124,1475-6773,Y,IM,Health Serv Res
0020-7136,0020-7136,1097-0215,Y,IM,Int J Cancer
0020-7594,0020-7594,1464-066X,Y,IM,Int J Psychol
0020-9996,0020-9996,1536-0210,Y,IM,Invest Radiol
0021-9533,0021-9533,1477-9137,Y,IM,J Cell Sci
0021-9541,0021-9541,1097-4652,Y,IM,J Cell Physiol
0021-9797,0021-9797,1095-7103,Y,IM,J Colloid Interface Sci
0022-3468,0022-3468,1531-5037,Y,IM,J Pediatr Surg
0022-3484,0022-3484,1600-0765,Y,IM,J Periodontal Res
0024-4201,0024-4201,1558-9307,Y,IM,Lipids
0026-3672,0026-3672,1436-5073,Y,IM,Mikrochim Acta
0027-3171,0027-3171,1532-7906,Y,IM,Multivariate Behav Res
0029-6465,0029-6465,1558-1357,Y,IM,Nurs Clin North Am
0031-9384,0031-9384,1873-507X,Y,IM,Physiol Behav
0079-6492,0079-6492,1662-3924,Y,IM,Prog Neurol Surg
0079-6565,0079-6565,1873-3301,Y,IM,Prog Nucl Magn Reson Spectrosc
0036-5521,0036-5521,1502-7708,Y,IM,Scand J Gastroenterol
0037-198X,0037-198X,1558-4658,Y,IM,Semin Roentgenol
0040-4470,0040-4470,1938-3223,Y,IM,Tex Med
0065-3411,0065-3411,1878-0555,Y,IM,Adv Surg
0002-9262,0002-9262,1476-6256,Y,IM,Am J Epidemiol
0021-2571,0021-2571,2384-8553,Y,IM,Ann Ist Super Sanita
0003-4975,0003-4975,1552-6259,Y,IM,Ann Thorac Surg
0007-1102,0007-1102,2044-8317,Y,IM,Br J Math Stat Psychol
0008-6215,0008-6215,1873-426X,Y,IM,Carbohydr Res
0010-3853,0010-3853,1573-2789,Y,IM,Community Ment Health J
0011-4162,0011-4162,2326-6929,Y,IM,Cutis
0012-186X,0012-186X,1432-0428,Y,IM,Diabetologia
0071-1365,0071-1365,1744-1358,Y,IM,Essays Biochem
0016-5107,0016-5107,1097-6779,Y,IM,Gastrointest Endosc
0021-843X,0021-843X,1939-1846,Y,IM,J Abnorm Psychol
0021-9975,0021-9975,1532-3129,Y,IM,J Comp Pathol
0022-2011,0022-2011,1096-0805,Y,IM,J Invertebr Pathol
0022-3514,0022-3514,1939-1315,Y,IM,J Pers Soc Psychol
0022-3646,0022-3646,1529-8817,Y,IM,J Phycol
0022-4006,0022-4006,1752-7325,Y,IM,J Public Health Dent
0022-4499,0022-4499,1559-8519,Y,IM,J Sex Res
0022-5061,0022-5061,1520-6696,Y,IM,J Hist Behav Sci
0023-7205,0023-7205,1652-7518,Y,IM,Lakartidningen
0026-895X,0026-895X,1521-0111,Y,IM,Mol Pharmacol
0028-3835,0028-3835,1423-0194,Y,IM,Neuroendocrinology
0033-3190,0033-3190,1423-0348,Y,IM,Psychother Psychosom
0300-2896,0300-2896,1579-2129,Y,IM,Arch Bronconeumol
0004-2803,0004-2803,1678-4219,Y,IM,Arq Gastroenterol
0008-4212,0008-4212,1205-7541,Y,IM,Can J Physiol Pharmacol
0010-9452,0010-9452,1973-8102,Y,IM,Cortex
0011-2240,0011-2240,1090-2392,Y,IM,Cryobiology
0011-3840,0011-3840,1535-6337,Y,IM,Curr Probl Surg
0070-3370,0070-3370,1533-7790,Y,IM,Demography
0012-4966,0012-4966,1608-3105,Y,IM,Dokl Biol Sci
0531-5565,0531-5565,1873-6815,Y,IM,Exp Gerontol
0018-9294,0018-9294,1558-2531,Y,IM,IEEE Trans Biomed Eng
0019-6061,0019-6061,0974-7559,Y,IM,Indian Pediatr
0022-0965,0022-0965,1096-0457,Y,IM,J Exp Child Psychol
0022-2585,0022-2585,1938-2928,Y,IM,J Med Entomol
0022-2593,0022-2593,1468-6244,Y,IM,J Med Genet
0022-2917,0022-2917,2053-7395,Y,IM,J Music Ther
0022-510X,0022-510X,1878-5883,Y,IM,J Neurol Sci
0025-6196,0025-6196,1942-5546,Y,IM,Mayo Clin Proc
0027-5107,0027-5107,1873-135X,Y,IM,Mutat Res
1660-8151,1660-8151,2235-3186,Y,IM,Nephron
0300-9173,0300-9173,NA,Y,IM,Nihon Ronen Igakkai Zasshi
0031-9023,0031-9023,1538-6724,Y,IM,Phys Ther
0048-5772,0048-5772,1540-5958,Y,IM,Psychophysiology
0034-7450,0034-7450,NA,Y,IM,Rev Colomb Psiquiatr
0037-1963,0037-1963,1532-8686,Y,IM,Semin Hematol
0065-308X,0065-308X,2163-6079,Y,IM,Adv Parasitol
0066-4286,0066-4286,1545-2107,Y,IM,Annu Rev Phytopathol
0001-2092,0001-2092,1878-0369,Y,IM,AORN J
0045-0766,0045-0766,1440-1630,Y,IM,Aust Occup Ther J
0005-7967,0005-7967,1873-622X,Y,IM,Behav Res Ther
0006-3525,0006-3525,1097-0282,Y,IM,Biopolymers
0007-1250,0007-1250,1472-1465,Y,IM,Br J Psychiatry
0009-921X,0009-921X,1528-1132,Y,IM,Clin Orthop Relat Res
0012-6543,0012-6543,1755-5248,Y,IM,Drug Ther Bull
0015-5713,0015-5713,1421-9980,Y,IM,Folia Primatol (Basel)
0017-467X,0017-467X,1745-6584,Y,IM,Ground Water
0019-509X,0019-509X,1998-4774,Y,IM,Indian J Cancer
0019-8366,0019-8366,1880-8026,Y,IM,Ind Health
0046-9580,0046-9580,1945-7243,Y,IM,Inquiry
0020-7489,0020-7489,1873-491X,Y,IM,Int J Nurs Stud
0022-2623,0022-2623,1520-4804,Y,IM,J Med Chem
0022-4405,0022-4405,1873-3506,Y,IM,J Sch Psychol
0023-2165,0023-2165,1439-3999,Y,IM,Klin Monbl Augenheilkd
0464-7874,0464-7874,1993-0836,Y,IM,Mali Med
0025-7079,0025-7079,1537-1948,Y,IM,Med Care
0028-3932,0028-3932,1873-3514,Y,IM,Neuropsychologia
0031-5990,0031-5990,1744-6163,Y,N,Perspect Psychiatr Care
0032-1052,0032-1052,1529-4242,Y,IM,Plast Reconstr Surg
0079-6107,0079-6107,1873-1732,Y,IM,Prog Biophys Mol Biol
0079-6123,0079-6123,1875-7855,Y,IM,Prog Brain Res
0033-2836,0033-2836,1943-3301,Y,IM,Psychoanal Rev
0033-3204,0033-3204,1939-1536,Y,IM,Psychotherapy (Chic)
0033-8389,0033-8389,1557-8275,Y,IM,Radiol Clin North Am
0033-8397,0033-8397,1943-5657,Y,IM,Radiol Technol
0039-128X,0039-128X,1878-5867,Y,IM,Steroids
0039-3665,0039-3665,1728-4465,Y,IM,Stud Fam Plann
0041-1337,0041-1337,1534-6080,Y,IM,Transplantation
0041-624X,0041-624X,1874-9968,Y,IM,Ultrasonics
0044-2771,0044-2771,1439-7803,Y,IM,Z Gastroenterol
1017-995X,1017-995X,2589-1294,Y,IM,Acta Orthop Traumatol Turc
1433-7851,1433-7851,1521-3773,Y,IM,Angew Chem Int Ed Engl
1559-128X,1559-128X,1539-4522,Y,IM,Appl Opt
0004-069X,0004-069X,1661-4917,Y,IM,Arch Immunol Ther Exp (Warsz)
0006-2960,0006-2960,1520-4995,Y,IM,Biochemistry
0006-355X,0006-355X,1878-5034,Y,IM,Biorheology
0006-3592,0006-3592,1097-0290,Y,IM,Biotechnol Bioeng
0007-0874,0007-0874,1474-001X,Y,QIS,Br J Hist Sci
0009-9228,0009-9228,1938-2707,Y,IM,Clin Pediatr (Phila)
0012-1622,0012-1622,1469-8749,Y,IM,Dev Med Child Neurol
0014-4800,0014-4800,1096-0945,Y,IM,Exp Mol Pathol
0014-7370,0014-7370,1545-5300,Y,IM,Fam Process
0016-9560,0016-9560,NA,Y,IM,Ghana Med J
0020-1669,0020-1669,1520-510X,Y,IM,Inorg Chem
0020-5907,0020-5907,1537-1913,Y,IM,Int Anesthesiol Clin
0019-0578,0019-0578,1879-2022,Y,IM,ISA Trans
0021-9525,0021-9525,1540-8140,Y,IM,J Cell Biol
