issn,journal_title,issn_cr,Source title,Source type,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP.x,SNIP (lower bound),SNIP (upper bound),% self cit,issn_type,year_founded,year_OA_initiated,year_reverse_flipped,OA_content_still_OA,journal_location,prev. publisher,journal_name,publisher,oa_model,apc_pre,apc_post,apc_now,evidence,evidence_II,evidence_III,Comment,Discipline,SNIP.y,najko,mikael,included in OAD,X__1,Has been a subscription journal before OA?,Founded before 1985? (Assumed to have been subscr. based if founded before that),Link evidence of subscription-based past,Link evidence of born oa-based past,Flipped OA,Born OA,id
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2006,1,427,1.19906323185012,1.01639344262295,1.39344262295082,0.625610512056113,0.519349749285612,0.751951857657647,0.404296875,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2007,1,437,1.10526315789474,0.935926773455378,1.29061784897025,0.582377311904255,0.468809876341906,0.701972261369929,0.331262939958592,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2008,1,444,1.28603603603604,1.12612612612613,1.46621621621622,0.713962110974249,0.60622183750171,0.82347450698746,0.345008756567426,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2009,1,444,1.52702702702703,1.34009009009009,1.72972972972973,0.679575599850608,0.580271710376688,0.785214462912463,0.23598820058997,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2010,1,455,1.47252747252747,1.3010989010989,1.65494505494505,0.687930133158009,0.576838378920872,0.795953598532243,0.252238805970149,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2011,1,464,1.59698275862069,1.39655172413793,1.80603448275862,0.821910249407764,0.696136638501166,0.962093825451902,0.259109311740891,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2012,1,480,1.7125,1.50208333333333,1.94583333333333,0.790506600144902,0.675577898498048,0.915361430883053,0.254257907542579,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2013,1,467,2.14132762312634,1.89935760171306,2.3982869379015,1.10344266350843,0.961911136314784,1.2558526669417,0.245,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2014,1,428,2.03271028037383,1.78504672897196,2.3107476635514,1.01347398118532,0.867988325718885,1.16236536400246,0.227586206896552,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2015,1,385,2.03116883116883,1.77922077922078,2.28571428571429,1.00200818540874,0.868673858519152,1.14196993280855,0.241687979539642,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2016,1,362,1.79005524861878,1.57734806629834,2.03591160220994,0.948618979470545,0.801621865733995,1.11325818186535,0.319444444444444,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
0300-8932,Revista Española de Cardiología,1579-2242,Revista Espanola de Cardiologia,Journal,2705,2017,1,414,1.52415458937198,1.27536231884058,1.78985507246377,0.843444257475,0.689840187217087,1.00246658129056,0.3486529318542,Electronic ISSN,1948,NA,2014,NA,Spain,"Spanish Society of Cardiology,",Revista Espanola de Cardiologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, now a subscription-based journal with Elsevier: https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition, seems to have available OA at least until the end of 2013 https://web.archive.org/web/20130324104131/http://www.revespcardiol.org:80/en/ as also mentioned in this article on Spanish Gold OA journals http://www.elprofesionaldelainformacion.com/contenidos/2016/ene/03.pdf",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0300-8932
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2009,0,50,0.02,0,0.06,0.00777777777777778,0,0.0233333333333333,0,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2010,0,98,0.0612244897959184,0.0204081632653061,0.112244897959184,0.124380613352022,0.0279305259118924,0.241039849232999,0,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2011,1,145,0.0482758620689655,0.0137931034482759,0.0896551724137931,0.0381286962107287,0.00970207667250712,0.0713071070053314,0.142857142857143,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2012,1,123,0.0650406504065041,0.024390243902439,0.113821138211382,0.0624428108506074,0.0152244338535339,0.130671254519099,0,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2013,1,106,0.0377358490566038,0.00943396226415094,0.0754716981132075,0.055675898865032,0.00635997456010176,0.130074365977046,0,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2014,1,97,0.134020618556701,0.0515463917525773,0.237113402061856,0.159192159467525,0.0546011736472979,0.292913847406329,0,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2015,1,103,0.0679611650485437,0.029126213592233,0.116504854368932,0.0937955513707158,0.0186252259067793,0.204735636531753,0.142857142857143,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2016,1,110,0.1,0.0363636363636364,0.2,0.083277526193715,0.00799520514107117,0.190333648740368,0.181818181818182,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
1699-8855,Revista Española de Patología,1699-8855,Revista Espanola de Patologia,Journal,2734,2017,1,115,0.0782608695652174,0.0260869565217391,0.139130434782609,0.108243183697139,0.0317245438992064,0.209749742885081,0.444444444444444,Print ISSN,1968,NA,2010,NA,Spain,Spanish Society of Pathology and the Spanish Society of Cytology,Revista Espanola de Patologia,Elsevier BV,Subscription,0.0,-,-,Scopus 2014-2018 Check,Manual Check,NA,"Potential reverse flip, journal subscription-based with Elsevier since start of 2010 http://www.elsevier.es/es-revista-revista-espanola-patologia-297, old OA website https://web.archive.org/web/20090323080331/http://patologia.es:80/volumen41/volumen41.htm",Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1699-8855
2007-4085,Revista Mexicana de Urología,2007-4085,Revista mexicana de urologia,Journal,2748,2015,0,71,0.0140845070422535,0,0.0422535211267606,0.0165339865278628,0,0.0496019595835885,0,Electronic ISSN,1941,NA,2016,NA,Mexico,Mexican Society of Urology,Revista Mexicana de Urología,Elsevier BV,Subscription,0.0,-,-,Elsevier OA Price List,Manual Check,NA,NA,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,2007-4085
2007-4085,Revista Mexicana de Urología,2007-4085,Revista mexicana de urologia,Journal,2748,2016,0,130,0.0230769230769231,0,0.0461538461538462,0.0562158256270509,0,0.139979017680779,0,Electronic ISSN,1941,NA,2016,NA,Mexico,Mexican Society of Urology,Revista Mexicana de Urología,Elsevier BV,Subscription,0.0,-,-,Elsevier OA Price List,Manual Check,NA,NA,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,2007-4085
2007-4085,Revista Mexicana de Urología,2007-4085,Revista mexicana de urologia,Journal,2748,2017,0,205,0.024390243902439,0.0048780487804878,0.0487804878048781,0.0681513311036531,0.00284783886418524,0.154321282508584,0,Electronic ISSN,1941,NA,2016,NA,Mexico,Mexican Society of Urology,Revista Mexicana de Urología,Elsevier BV,Subscription,0.0,-,-,Elsevier OA Price List,Manual Check,NA,NA,Health,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,2007-4085
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,1999,1,256,0.3046875,0.22265625,0.39453125,0.403952886182439,0.257747068468173,0.576844647224716,0.141025641025641,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2e3,1,271,0.269372693726937,0.195571955719557,0.346863468634686,0.304761498772634,0.179824802109818,0.453993256001672,0.191780821917808,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2001,1,263,0.285171102661597,0.209125475285171,0.368821292775665,0.24520844608596,0.163953701640513,0.346730424822941,0.0933333333333333,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2002,1,247,0.279352226720648,0.198380566801619,0.37246963562753,0.272850789737283,0.184900029903394,0.375430208663597,0.159420289855072,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2003,1,234,0.35042735042735,0.273504273504274,0.435897435897436,0.250420007900491,0.168232055000322,0.354308653198252,0.109756097560976,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2004,1,221,0.398190045248869,0.307692307692308,0.497737556561086,0.325809398727432,0.205644422739836,0.475923878623204,0.170454545454545,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2005,1,214,0.476635514018692,0.35981308411215,0.598130841121495,0.309919938564685,0.216491673902924,0.411756558211902,0.215686274509804,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2006,1,236,0.572033898305085,0.461864406779661,0.686440677966102,0.41796626183455,0.292252660490034,0.563195624495637,0.125925925925926,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2007,1,238,0.752100840336134,0.626050420168067,0.882352941176471,0.432915814620366,0.332170283775963,0.545500903052593,0.11731843575419,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2008,1,276,0.619565217391304,0.510869565217391,0.739130434782609,0.40344242823133,0.298171506176155,0.5204427841731,0.128654970760234,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2009,1,319,0.686520376175549,0.579937304075235,0.793103448275862,0.444384067577398,0.336847759655844,0.564353158226695,0.045662100456621,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2010,1,389,1.18508997429306,1.03341902313625,1.35218508997429,0.461982402436781,0.390109559304775,0.542901413277921,0.112798264642082,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2011,1,458,1.49781659388646,1.35807860262009,1.64628820960699,0.548711640242327,0.461603737636536,0.654946457178191,0.103498542274052,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2012,1,467,1.98072805139186,1.71734475374732,2.29550321199143,0.569769758619273,0.472341616537878,0.675782814203842,0.154594594594595,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2013,1,460,1.41086956521739,1.23478260869565,1.58478260869565,0.630286020487561,0.506675097077095,0.764462710806686,0.0662557781201849,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2014,1,420,1.57380952380952,1.37619047619048,1.78571428571429,0.553003374594006,0.471405689122599,0.642445767522906,0.0544629349470499,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2015,1,431,1.67981438515081,1.48027842227378,1.88399071925754,0.595008489730577,0.506378413405817,0.700700899768923,0.0593922651933702,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
1869-1889,Science China Life Sciences,1869-1889,Science China Life Sciences,Journal,1100; 1300; 2300,2016,1,458,2.03711790393013,1.80786026200873,2.2707423580786,0.661708931754024,0.569843702475111,0.767761637604506,0.090032154340836,Electronic ISSN,1958,NA,2017,NA,China,"Chinese Academy of Sciences and the National Natural Science Foundation of China, and published by Science China Press",Science China Life Sciences,Springer Nature,Hybrid,0.0,50-350/page,50-350/page,Springer Nature OA List,Manual Check,NA,NA,LS,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1869-1889
